longi;lat;address;type;classOf
-46686264;-23741988;JOAO PAULO BARRETO,R,131;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46686264;-23741988;JOAO PAULO BARRETO,R,131;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46720504;-23477060;FEIZ ZARZUR,COM,S/N;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46463245;-23626011;JOSE DE ARAUJO VIEIRA,R,61;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46779087;-23671014;COSTA NOVA DO PRADO,R,92;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46456902;-23561903;PONTA DE LUCENA,R,330;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46452307;-23608385;SOMOS TODOS IGUAIS,R, 330;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46615556;-23612160;DOMINGOS DE ROGATIS,R,187;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46774920;-23575297;PAULO MARANHAO,R,444;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46589715;-23418473;CLOVIS SALGADO,R,220;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46670598;-23753251;HENRY ARTHUR JONES,R,201;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46670598;-23753251;HENRY ARTHUR JONES,R,201;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46743255;-23879324;BENEDITO SCHUNCK,ESTR,08;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46580104;-23435291;ANTONIO PICCAROLO,R, 41;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46515914;-23591570;PEDRO DE CASTRO VELHO,R,523;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46700579;-23492812;PETRONIO PORTELA,MIN,AV,663;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46700579;-23492812;PETRONIO PORTELA,MIN,AV,663;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46690298;-23461814;SANTANA DO ARACUAI,R,160;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46455845;-23576490;CARMEM CARDOSO BORDINI,R,184;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46397352;-23515128;ANTONIO LEME DA GUERRA,R,182;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46516140;-23583678;MIGUEL BASTOS SOARES,R,365;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46588562;-23505151;SOBRAL JUNIOR,R,452;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46762163;-23664866;GUTEMBERG JOSE FERREIRA,R,500;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46636549;-23659608;ARMANDO DE ARRUDA PEREIRA,ENG,AV, 4004;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46415317;-23491745;MARFIM VEGETAL,R,108;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46415317;-23491745;MARFIM VEGETAL,R,108;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46770652;-23655166;GASTAO RAUL DE FOURTON BOUSQUET,R,377;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46667627;-23681896;SAMUEL ARNOLD,R,596;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46755627;-23628223;CANORI,R,190;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46729127;-23450292;BARRA DA FORQUILHA,R,38;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46687124;-23714602;GONCALO DE P GOMES,AV,285;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46687124;-23714602;GONCALO DE P GOMES,AV,285;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46727222;-23434719;ARROIO DA PALMA, R., 67;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46411973;-23520752;JOSE MARIA ALVES DE DEUS,R,288;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46779105;-23678650;JOAO ROBALO,R,,64;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46412487;-23557468;MACABU,R,35;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46530048;-23497050;JURITI PIRANGA,R,195;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46783270;-23592156;ANGELO APARECIDO DOS SANTOS DIAS,R,331;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46479426;-23525972;REBELO DA SILVA,R,121;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46408327;-23499849;JOSE ALEXANDRE MACHADO,R,541;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46398068;-23553491;FELICIANO DE MENDONCA,R,496;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46398068;-23553491;FELICIANO DE MENDONCA,R,496;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46754586;-23676735;CAPAO REDONDO,R,175;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46505411;-23550329;EMBIRATAI,R,201;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46503094;-23571695;LATINOS,DOS,AV,205;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46503094;-23571695;LATINOS,DOS,AV,205;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46756017;-23673519;AUDALIO GONCALVES DOS SANTOS,R,158;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46494531;-23598225;ENGENHO NOVO,AV,120;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46494531;-23598225;ENGENHO NOVO,AV,120;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46491950;-23586723;AUGUSTO FERREIRA RAMOS,R,9;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46774783;-23657315;CARLOS LACERDA,AV,3093;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46688593;-23538231;SARAMENHA,R,61;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46688593;-23538231;SARAMENHA,R,61;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46684441;-23449865;IBIRAIARAS,R,21;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46631123;-23502852;BRAS LEME,AV,2945;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46631123;-23502852;BRAS LEME,AV,2945;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46631123;-23502852;BRAS LEME,AV,2945;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46631123;-23502852;BRAS LEME,AV,2945;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46631123;-23502852;BRAS LEME,AV,2945;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46684651;-23587193;SALVADOR CARDOSO,R,177;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46684651;-23587193;SALVADOR CARDOSO,R,177;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46582750;-23460688;ANTONIO CESAR NETO,R,387;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46582750;-23460688;ANTONIO CESAR NETO,R,387;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46760716;-23572294;BERNARDO GUERTZENSTEIM,DR,R,45;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46678803;-23528532;TURIASSU,R,1765;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46561784;-23521684;FRANCISCO FANGANIELLO,R,127;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46643650;-23598972;NAPOLEAO DE BARROS, R., 925;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46704872;-23627913;ANTONIO DAS CHAGAS, R., 1328;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46660088;-23596834;DOS ACORES, R., 310;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46641340;-23474762;VALORBE,R,80;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46463514;-23519997;AUGUSTO ANTUNES,R,1631;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46592646;-23644407;CARLOS LIVIERO,AV,566;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46775158;-23691629;ESTRADA M' BOI MIRIM,5203;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46690743;-23553241;PURPURINA,R,280;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46611643;-23537638;SAMPSON,R,61;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46611643;-23537638;SAMPSON,R,61;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46611643;-23537638;SAMPSON,R,61;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46611643;-23537638;SAMPSON,R,61;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46662482;-23696179;MATSUICHI WADA,R,393;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46684432;-23472919;RUI DE MORAIS APOCALIPSE,R,2;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46505721;-23517253;JAMES TORRES,AV,600;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46727993;-23590298;MANOEL JACINTO, R., 206;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46597303;-23550412;TAQUARI,R,549;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46597303;-23550412;TAQUARI,R,549;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46597303;-23550412;TAQUARI,R,549;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46794300;-23440514;ALBERTO CALIX,R,55;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46479676;-23572403;VERISSIMO DA SILVA,R,135;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46479676;-23572403;VERISSIMO DA SILVA,R,135;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651656;-23534958;S´?¢O JO´?¢O, AV., 2064;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46734070;-23654179;ANTONIO DA MATA JUNIOR,R,943;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46641152;-23525540;PENA,TTE,R,8;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46699781;-23710916;GUARUV´?¢, R., 429;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46743381;-23565389;CORIFEU DE AZEVEDO MARQUES, AV., 3596;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46718678;-23617574;SILVEIRA SAMPAIO,R,660;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46726870;-23616256;MELCHIOR GIOLA,R,300;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46717470;-23770029;TEOTONIO VILELA,SEN,AV,8895;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46726602;-23829632;MARIO TRAPE,R,100;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46620487;-23525505;OLARIAS,DAS,R,503;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46620487;-23525505;OLARIAS,DAS,R,503;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46620487;-23525505;OLARIAS,DAS,R,503;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46620487;-23525505;OLARIAS,DAS,R,503;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46436015;-23493689;CUMARU,R, 14;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46705295;-23609426;MELGA´?¢O, BR,DE,R,339;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46794837;-23601401;VATICANO,AV,69;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46794837;-23601401;VATICANO,AV,69;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46483642;-23502679;PAULO BIFANO ALVES,R,764;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46749380;-23637526;FRANCISCO SOARES,R,81;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46609987;-23648697;FRANCOIS BUNEL,R,194;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46720086;-23531253;BERGSON,R, 52;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46720086;-23531253;BERGSON,R, 52;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46720086;-23531253;BERGSON,R, 52;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46785683;-23660664;RODRIGO SANCHES,D,AV,700;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46791828;-23675312;ERNESTO SOARES FILHO,R,301;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46748702;-23679004;DANIEL KLEIN,R,211;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46639529;-23627897;JACOPO BASSANO,R,27;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46737725;-23488279;ANASTACIO,DO,AV (ESQ. R WILLIS ROBERTO BANKS) 2421;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46576342;-23517069;BENEDITA DORNELLAS CLARO,R,451;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46565487;-23511436;ANTONIO MATIAS DE CAMARGO,SD,R,87;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46565487;-23511436;ANTONIO MATIAS DE CAMARGO,SD,R,87;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46755233;-23634069;MELO COUTINHO,R,260;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46545744;-23595810;NOGUEIRA DE NORONHA,DR,R,322;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46545744;-23595810;NOGUEIRA DE NORONHA,DR,R,322;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46413210;-23512525;JOSE PESSOTA,R,80;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46755453;-23656634;MANUEL BORDALO PINHEIRO,R,100;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46408548;-23565628;INACIO PINTO LIMA,R,35;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46397431;-23530138;TRAVESSA ASUCENA DO BREJO,16B (RUA MARILIA);PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46404329;-23602665;LUIS BORDESE,R,63;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46611969;-23583538;ENGENHEIRO RANULFO PINHEIRO LIMA, R., 200;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46722349;-23775572;SADAMU INOUE,AV,185;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46635025;-23569479;CASTRO ALVES, R., 581;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46639666;-23549916;BANDEIRA, PRACA DA, 15;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46532173;-23603574;JOSE ESPINHARAS,R,S,400;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46458160;-23626059;CINIRA POLONIO,R,33;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46458160;-23626059;CINIRA POLONIO,R,33;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46581745;-23459600;MICHEL OUCHANA,AV,94;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46613876;-23656814;ATILIO SELVA,R,10;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46613876;-23656814;ATILIO SELVA,R,10;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46608586;-23590488;VICENTE DA COSTA,R,289;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46593417;-23613340;ESTRADA DAS LAGRIMAS,1403;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46699781;-23710916;GUARUV´?¢, R., 429;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46755743;-23669061;DEOCLECIANO DE OLIVEIRA FILHO,R., 641;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46671290;-23655050;SEBASTIAO ANDRADE BONANI, R., 340;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46757485;-23648006;NOSSA SENHORA DO BOM CONSELHO, AV., 59;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651042;-23676632;NESTOR SAMPAIO PENTEADO, DR., R., 184;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46716265;-23568005;VITAL BRASIL,AV,1490;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46683914;-23628839;VICENTE RAO,R,429;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46749595;-23495471;FABIO DE ALMEIDA MAGALH+ES,R,494;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46457302;-23630863;BANDEIRA DO ARACAMBI,S/N;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46613010;-23554520;JOAO ALFREDO, CONS,R, 84;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46627859;-23550525;FREDERICO ALVARENGA, R., 259;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46627859;-23550525;FREDERICO ALVARENGA, R., 259;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46627859;-23550525;FREDERICO ALVARENGA,R,259;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46620245;-23569943;TEODURETO SOUTO, R., 633;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46677952;-23493145;DEPUTADO EMILIO CARLOS, AV., 1430;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46698956;-23454234;EUVALDO AUGUSTO FREIRE,R,20;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46698956;-23454234;EUVALDO AUGUSTO FREIRE,R,20;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46708473;-23674795;OLIVIA GUEDES PENTEADO, R., 900;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46458194;-23492071;FIDELIS MOTA,FREI,R, 1001;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46459734;-23559060;CACHOEIRA DA ILHA,R,355;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46503148;-23605480;VILANOVA ARTIGAS,ARQ,AV,1071;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46439508;-23496638;JOSE GUILHERME EIRAS,DR,R,123;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46692037;-23469045;OLINTO FRAGA MOREIRA,R,275;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46693850;-23469566;JOS´?¢ FELIX ALVES PACHECO,R.,246;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46645380;-23458740;SANTA INES,AV., 3414;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46700693;-23737122;CONDESSA DE BARRAL, R., 190;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46703823;-23739557;ARISTIDES FRAN´?¢A, R., 255;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46704449;-23709067;MIGUEL FONTANAROSA, R., 219;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46634424;-23629998;SOARES DE AVELAR, R., 946;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46542660;-23519460;GUILHERME RUDGE,R., 35;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46612106;-23481357;NOVA CANTAREIRA, AV., 1568;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46633217;-23499184;GENERAL BAGUEIRA, R., 64;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46717684;-23434929;ELISIO TEIXEIRA LEITE,AV,7703;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46568428;-23508034;SOLDADO JOAO PEREIRA DA SILVA, R., 85;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46609796;-23448621;ANTONIO JOAQUIM DE OLIVEIRA, R,220;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
